scenario,hour,br_1_2,br_2_3,br_2_30,br_6_11,br_10_32,br_16_19,br_22_35,br_29_38
1,13,-53.279409,52.070247,-1.613832,-75.794206,0.000000,7.323717,-21.552093,-4.205308
1,14,-32.888264,85.321955,0.560375,-109.183650,0.000000,-6.085689,-35.205574,-11.525883
1,15,-27.190611,91.579918,0.923103,-115.893057,0.000000,-8.348464,-37.590389,-12.844490
1,16,-17.618815,102.004105,1.845641,-124.790598,0.000000,-12.470000,-41.455640,-14.804234
1,17,4.144266,141.633554,4.242649,-167.000002,0.000000,-27.956803,-57.949263,-23.754807
1,18,0.000000,221.834170,12.907001,-256.607933,0.000000,-60.041127,-92.041127,-40.219789
1,19,0.000000,221.535782,13.446766,-254.448526,0.000000,-59.897968,-91.519648,-39.655791
1,20,0.000000,156.804673,7.489154,-182.597666,0.000000,-33.046456,-63.264691,-25.474546
1,21,23.304935,143.097446,4.989539,-161.771708,0.000000,-28.117402,-56.675907,-22.797384
1,22,5.781668,98.721124,2.491916,-112.758252,0.000000,-10.870018,-37.488108,-12.323934
1,23,-4.969741,68.059418,0.934434,-76.687139,0.000000,0.000000,-24.135681,-4.936499
1,24,-23.245115,34.210257,-0.812774,-37.839755,0.000000,0.000000,-9.984583,2.918971
2,1,-19.588998,41.135604,-0.566146,-45.612888,0.000000,0.000000,-13.015971,1.190390
2,2,0.000000,76.261017,2.389510,-77.664936,0.000000,0.000000,-27.289330,-6.098546
2,3,0.000000,63.022708,2.049222,-59.966134,0.000000,0.000000,-20.921951,-2.432926
2,4,0.000000,54.497226,1.989242,-47.561407,0.000000,0.000000,-16.759098,0.049129
2,5,0.000000,57.507227,2.136977,-52.055602,0.000000,0.000000,-18.091242,-0.696325
2,6,0.000000,27.897967,-1.263502,-20.441135,0.000000,0.000000,-5.721753,5.162059
2,7,-18.335505,57.209581,0.129291,-65.737597,0.000000,0.000000,-20.468200,-2.968989
2,8,-31.900226,50.174821,-0.614637,-63.012790,0.000000,7.451000,-18.392145,-1.987061
2,9,-33.754471,56.963937,-0.548846,-73.289386,0.000000,4.936284,-21.840456,-4.019962
2,10,-38.486272,59.102440,-0.722768,-78.592267,0.000000,4.308744,-23.346676,-4.977263
2,11,-52.656418,45.441590,-1.809272,-66.861750,0.000000,9.842153,-18.331932,-2.367543
2,12,-34.456267,76.279993,0.083212,-98.510267,0.000000,-2.554747,-31.125457,-9.289393
2,13,-51.085412,53.858191,-1.440413,-77.487283,0.000000,6.748504,-22.127306,-4.493382
2,14,-43.917589,67.830894,-0.576692,-91.844443,0.000000,1.093505,-28.026380,-7.674695
2,15,-28.605612,89.375723,0.757403,-113.602659,0.000000,-7.478870,-36.720795,-12.386740
2,16,-14.724176,105.923856,2.077521,-128.603481,0.000000,-14.065543,-43.051183,-15.672579
2,17,3.435369,141.654969,4.195413,-167.252589,0.000000,-28.065842,-58.058302,-23.834273
2,18,0.000000,221.920277,12.610666,-256.422038,0.000000,-60.410069,-92.410069,-40.553476
2,19,0.000000,223.494289,13.442389,-256.756127,0.000000,-60.924613,-92.546293,-40.264475
2,20,0.000000,158.916475,7.605207,-185.019058,0.000000,-34.039118,-64.257353,-26.012606
2,21,23.271055,143.724246,4.982851,-162.276141,0.000000,-28.477258,-57.035763,-23.007891
2,22,4.108991,97.074141,2.438913,-111.235954,0.000000,-10.194190,-36.812280,-11.933646
2,23,-5.786280,67.974732,0.896772,-76.742647,0.000000,0.000000,-24.197713,-4.981542
2,24,-20.300893,34.729616,-0.688789,-38.733262,0.000000,0.000000,-9.803418,3.035119
3,1,-19.311842,42.049812,-0.595747,-46.648968,0.000000,0.000000,-13.498359,0.890518
3,2,0.000000,76.760423,2.317658,-78.340276,0.000000,0.000000,-27.613486,-6.321230
3,3,0.000000,62.681118,2.127754,-59.437352,0.000000,0.000000,-20.677281,-2.253734
3,4,0.000000,55.914379,1.779625,-48.973925,0.000000,0.000000,-17.733179,-0.607409
3,5,0.000000,60.126775,1.850810,-55.348201,0.000000,0.000000,-19.724872,-1.783030
3,6,0.000000,28.470737,-1.311079,-21.822209,0.000000,0.000000,-6.000309,4.964251
3,7,-17.997126,57.852834,0.128893,-66.296522,0.000000,0.000000,-20.788895,-3.159030
3,8,-32.787630,49.680055,-0.661150,-62.455541,0.000000,7.574440,-18.268705,-1.922701
3,9,-38.632258,49.166423,-1.094150,-65.718404,0.000000,8.117658,-18.659082,-2.333658
3,10,-42.217694,54.093488,-1.050175,-73.755424,0.000000,6.316660,-21.338760,-3.898949
3,11,-39.805317,65.160515,-0.602216,-86.034465,0.000000,0.000000,-26.493845,-6.778088
3,12,-50.849257,49.816648,-1.609813,-72.131495,0.000000,8.350527,-20.220183,-3.426652
3,13,-46.853740,61.172180,-0.983194,-85.039776,0.000000,3.718402,-25.157408,-6.129021
3,14,-31.670074,85.554027,0.617232,-109.133122,0.000000,-6.056546,-35.176431,-11.494099
3,15,-22.343760,98.391498,1.343045,-122.487290,0.000000,-11.125941,-40.367866,-14.346492
3,16,-21.702588,95.239278,1.387333,-117.920660,0.000000,-9.709082,-38.694722,-13.330673
3,17,1.246154,138.851911,3.929665,-164.302016,0.000000,-27.058532,-57.050992,-23.327385
3,18,0.000000,226.620041,13.246780,-261.644938,0.000000,-62.257340,-94.257340,-41.379298
3,19,0.000000,219.815146,13.257183,-252.376766,0.000000,-59.193720,-90.815400,-39.316132
3,20,0.000000,159.710925,7.568315,-186.057986,0.000000,-34.480780,-64.699015,-26.290770
3,21,20.318402,142.576662,4.868903,-161.701139,0.000000,-28.219419,-56.777924,-22.880839
3,22,4.407848,97.212180,2.450015,-111.342831,0.000000,-10.229937,-36.848027,-11.952830
3,23,-3.597491,68.012228,1.007321,-76.087730,0.000000,0.000000,-23.950148,-4.803344
3,24,-20.514880,34.827345,-0.704330,-38.853871,0.000000,0.000000,-9.891334,2.979318
4,1,-23.820016,39.944644,-0.725409,-45.068462,0.000000,0.000000,-12.903706,1.226985
4,2,0.000000,76.054951,2.516362,-77.688589,0.000000,0.000000,-27.029269,-5.898113
4,3,0.000000,62.554272,2.152499,-59.708789,0.000000,0.000000,-20.545808,-2.174056
4,4,0.000000,55.634768,1.890999,-49.157883,0.000000,0.000000,-17.426435,-0.390496
4,5,0.000000,59.592073,2.030846,-54.358329,0.000000,0.000000,-19.300385,-1.451514
4,6,-28.891044,24.341236,-1.533758,-26.924244,0.000000,0.000000,-6.063217,4.997845
4,7,-21.179724,55.661949,-0.051782,-64.431730,0.000000,0.000000,-20.082568,-2.790141
4,8,-24.780753,57.549920,-0.101565,-69.688554,0.000000,4.648912,-21.194233,-3.482173
4,9,-34.568359,54.619533,-0.687914,-70.871635,0.000000,5.970824,-20.805916,-3.461937
4,10,-41.653447,54.424144,-1.034915,-74.023511,0.000000,6.205348,-21.450072,-3.963090
4,11,-37.724966,68.706037,-0.395653,-89.526689,0.000000,0.000000,-27.991086,-7.590998
4,12,-31.281823,79.763670,0.340886,-101.805179,0.000000,-3.868662,-32.439372,-9.984067
4,13,-46.921745,61.486598,-0.950873,-85.310211,0.000000,3.570023,-25.305787,-6.200745
4,14,-28.775569,88.896436,0.844266,-112.235941,0.000000,-7.358468,-36.478353,-12.190273
4,15,-16.120889,108.368416,2.004893,-132.326337,0.000000,-15.219612,-44.461537,-16.535161
4,16,-15.325883,105.816597,2.101995,-128.534225,0.000000,-14.041132,-43.026772,-15.641855
4,17,10.122994,149.353216,4.724491,-174.202301,0.000000,-31.075050,-61.067510,-25.437901
4,18,0.000000,222.579342,12.588392,-256.986196,0.000000,-60.796795,-92.796795,-40.787076
4,19,0.000000,219.729749,13.191122,-252.993994,0.000000,-59.146103,-90.767783,-39.328908
4,20,0.000000,160.897192,7.607936,-187.071708,0.000000,-35.097312,-65.315547,-26.631585
4,21,23.156409,143.073428,4.985538,-161.514895,0.000000,-28.146058,-56.704563,-22.809705
4,22,4.583456,96.954021,2.461076,-110.921661,0.000000,-10.077427,-36.695517,-11.858043
4,23,-3.402908,68.543693,0.991671,-76.764486,0.000000,0.000000,-24.218432,-4.971708
4,24,-23.208482,34.423157,-0.822041,-38.593640,0.000000,0.000000,-10.052804,2.864653
5,1,-19.287532,41.084149,-0.548617,-45.673388,0.000000,0.000000,-12.929087,1.242865
5,2,0.000000,77.085576,2.317357,-78.999775,0.000000,0.000000,-27.756898,-6.411487
5,3,0.000000,63.822080,1.946455,-61.355229,0.000000,0.000000,-21.398906,-2.765560
5,4,0.000000,53.979374,2.140115,-46.729074,0.000000,0.000000,-16.359313,0.351450
5,5,0.000000,61.033894,1.702811,-56.133118,0.000000,0.000000,-20.373683,-2.221578
5,6,-26.230463,25.206876,-1.439886,-27.774580,0.000000,0.000000,-6.165357,4.946438
5,7,-16.034912,58.614312,0.223763,-66.947211,0.000000,0.000000,-20.914508,-3.213831
5,8,-33.016307,50.646253,-0.616894,-63.581153,0.000000,7.089753,-18.753392,-2.188067
5,9,-37.633134,50.567749,-1.004800,-66.833031,0.000000,7.526122,-19.250618,-2.648688
5,10,-44.274087,50.639002,-1.252885,-70.223793,0.000000,7.758567,-19.896853,-3.114626
5,11,-37.137467,69.116722,-0.372041,-89.981708,0.000000,0.000000,-28.124520,-7.666883
5,12,-38.320207,70.689859,-0.277598,-92.994186,0.000000,-0.289900,-28.860610,-8.071333
5,13,-53.973008,50.842119,-1.631436,-74.754063,0.000000,7.915374,-20.960436,-3.862116
5,14,-37.978067,76.419826,-0.011066,-100.379920,0.000000,-2.368952,-31.488837,-9.532518
5,15,-33.189061,84.468119,0.447424,-108.964456,0.000000,-5.585952,-34.827877,-11.360346
5,16,-14.118947,105.937829,2.089045,-128.297942,0.000000,-14.030403,-43.016043,-15.648290
5,17,4.821515,143.647348,4.341754,-168.966109,0.000000,-28.878695,-58.871155,-24.259697
5,18,0.000000,225.088674,13.135786,-259.864130,0.000000,-61.566753,-93.566753,-41.016899
5,19,0.000000,222.928497,13.389728,-255.924075,0.000000,-60.697875,-92.319555,-40.148765
5,20,0.000000,157.924375,7.524176,-183.931897,0.000000,-33.594437,-63.812672,-25.784452
5,21,23.729821,143.644684,4.999990,-162.505391,0.000000,-28.340570,-56.899075,-22.931980
5,22,2.235270,96.083967,2.368303,-110.725463,0.000000,-9.876458,-36.494548,-11.764384
5,23,-3.210853,68.922211,0.983280,-77.223316,0.000000,0.000000,-24.403513,-5.087157
5,24,-20.400467,35.060458,-0.708321,-38.402256,0.000000,0.000000,-10.075214,2.881658
6,1,-16.758915,42.550279,-0.489087,-46.652615,0.000000,0.000000,-13.448204,0.943762
6,2,0.000000,21.444181,-1.373594,-11.312899,0.000000,0.000000,-2.609927,6.986122
6,3,0.000000,62.720643,2.032611,-59.648206,0.000000,0.000000,-20.777239,-2.354908
6,4,0.000000,55.732352,1.880759,-48.669100,0.000000,0.000000,-17.545732,-0.453501
6,5,0.000000,58.753537,2.003385,-53.548986,0.000000,0.000000,-18.872962,-1.213537
6,6,-27.203448,24.686006,-1.464185,-27.085870,0.000000,0.000000,-6.024526,5.033165
6,7,-18.379261,56.754600,0.101233,-65.133674,0.000000,0.000000,-20.269782,-2.861315
6,8,-33.683863,49.491326,-0.691728,-62.453855,0.000000,7.571942,-18.271203,-1.929943
6,9,-32.964517,57.022672,-0.527688,-73.398212,0.000000,5.011402,-21.765338,-3.977382
6,10,-35.734621,63.253067,-0.426519,-82.633315,0.000000,2.638212,-25.017208,-5.861011
6,11,-48.143648,50.901157,-1.396275,-72.059030,0.000000,7.748132,-20.425953,-3.468060
6,12,-32.480933,79.006324,0.277383,-101.103085,0.000000,-3.641200,-32.211910,-9.864520
6,13,-42.512080,67.174461,-0.567649,-90.477288,0.000000,1.287719,-27.588091,-7.417670
6,14,-36.760167,77.220884,0.043018,-100.929159,0.000000,-2.646401,-31.766286,-9.681734
6,15,-29.223388,87.612469,0.661314,-111.711775,0.000000,-6.699828,-35.941753,-11.961529
6,16,-20.230395,99.692511,1.692788,-122.578363,0.000000,-11.634191,-40.619831,-14.350467
6,17,6.790128,145.221356,4.443566,-170.435013,0.000000,-29.434216,-59.426676,-24.563178
6,18,0.000000,224.287263,13.020276,-259.115975,0.000000,-61.245079,-93.245079,-40.877773
6,19,0.000000,225.976402,13.613035,-258.888844,0.000000,-62.125764,-93.747444,-40.889407
6,20,0.000000,161.014845,7.604969,-187.578706,0.000000,-35.126228,-65.344463,-26.657032
6,21,23.710678,143.756333,5.001808,-162.146592,0.000000,-28.446191,-57.004696,-22.983933
6,22,3.092188,96.586833,2.402842,-110.661375,0.000000,-10.079950,-36.698040,-11.868359
6,23,-3.147910,68.598084,1.002243,-76.700664,0.000000,0.000000,-24.222480,-4.970432
6,24,-21.390374,34.797265,-0.747504,-38.925383,0.000000,0.000000,-9.998063,2.907259
7,1,-16.094287,42.534118,-0.455188,-46.949336,0.000000,0.000000,-13.307488,1.026517
7,2,0.000000,76.259053,2.315567,-78.151248,0.000000,0.000000,-27.315210,-6.153548
7,3,0.000000,63.574046,1.976272,-61.070415,0.000000,0.000000,-21.238910,-2.658933
7,4,0.000000,55.186231,1.943618,-48.614401,0.000000,0.000000,-17.141140,-0.200042
7,5,0.000000,60.447771,1.670067,-55.023445,0.000000,0.000000,-20.140836,-2.089197
7,6,0.000000,27.501365,-1.232578,-19.963150,0.000000,0.000000,-5.484846,5.314955
7,7,-19.604160,56.770468,0.096995,-65.340463,0.000000,0.000000,-20.389488,-2.922405
7,8,-32.439901,49.363273,-0.653983,-61.896611,0.000000,7.764649,-18.078496,-1.808004
7,9,-33.753136,56.432576,-0.569244,-72.609380,0.000000,5.188181,-21.588559,-3.878366
7,10,-42.363729,54.441676,-1.017212,-74.282852,0.000000,6.164223,-21.491197,-3.976061
7,11,-39.870172,65.651108,-0.567810,-86.573350,0.000000,0.000000,-26.725913,-6.899650
7,12,-40.296348,65.713363,-0.562908,-87.951652,0.000000,1.899235,-26.671475,-6.885523
7,13,-50.415477,55.331644,-1.334676,-79.237304,0.000000,6.155021,-22.720789,-4.809487
7,14,-37.904608,76.227002,-0.011405,-100.087416,0.000000,-2.267418,-31.387303,-9.472272
7,15,-24.853244,93.947263,1.119223,-117.842489,0.000000,-9.229776,-38.471701,-13.297729
7,16,-16.998593,103.556784,1.909283,-126.336214,0.000000,-13.180679,-42.166319,-15.200446
7,17,7.325900,146.841144,4.526473,-172.164762,0.000000,-30.159184,-60.151644,-24.960959
7,18,0.000000,221.126267,12.778450,-255.462148,0.000000,-59.830185,-91.830185,-40.141610
7,19,0.000000,221.645488,13.402503,-254.572133,0.000000,-60.000038,-91.621718,-39.734117
7,20,0.000000,155.498752,7.373871,-181.375714,0.000000,-32.449604,-62.667839,-25.174996
7,21,20.007410,141.376353,4.866366,-160.729463,0.000000,-27.584645,-56.143150,-22.511392
7,22,3.808480,97.414316,2.420925,-111.864771,0.000000,-10.398526,-37.016616,-12.062519
7,23,-4.807422,68.268138,0.932683,-76.932699,0.000000,0.000000,-24.229807,-4.994844
7,24,-21.199379,34.826551,-0.738292,-38.465416,0.000000,0.000000,-10.032203,2.898082
8,1,-18.803464,41.353428,-0.536098,-45.537788,0.000000,0.000000,-13.051204,1.178625
8,2,0.000000,76.159388,2.464135,-77.796027,0.000000,0.000000,-27.137511,-5.983150
8,3,0.000000,64.210675,1.948992,-61.923799,0.000000,0.000000,-21.588544,-2.878772
8,4,0.000000,54.402123,2.037330,-47.191172,0.000000,0.000000,-16.686223,0.116873
8,5,0.000000,60.249374,1.887624,-55.483437,0.000000,0.000000,-19.752937,-1.784391
8,6,-27.523505,24.098624,-1.452887,-26.697466,0.000000,0.000000,-5.710141,5.221677
8,7,-20.038171,56.114415,0.003219,-64.938463,0.000000,0.000000,-20.149509,-2.820741
8,8,-33.912928,48.976642,-0.815240,-61.812284,0.000000,7.690262,-18.152883,-1.907002
8,9,-27.250988,65.353969,-0.000484,-81.510757,0.000000,1.610390,-25.166350,-5.809499
8,10,-38.612570,62.013401,-0.684376,-81.698096,0.000000,0.000000,-24.871807,-5.855303
8,11,-40.570888,64.264724,-0.685214,-85.146074,0.000000,0.000000,-26.171499,-6.615301
8,12,-34.702084,75.424259,0.060074,-97.631783,0.000000,-2.143874,-30.714584,-9.055464
8,13,-33.279630,81.501188,0.367844,-105.209979,0.000000,-4.517187,-33.392997,-10.538538
8,14,-23.733496,97.563842,1.383144,-121.211973,0.000000,-10.946923,-40.066808,-14.129234
8,15,-28.268554,90.178394,0.833771,-114.532011,0.000000,-7.788567,-37.030492,-12.542416
8,16,-24.056887,93.743235,1.223636,-116.701099,0.000000,-9.280431,-38.266071,-13.125804
8,17,7.958925,148.142350,4.555556,-173.632522,0.000000,-30.750824,-60.743284,-25.305324
8,18,0.000000,224.003105,12.560011,-258.862952,0.000000,-61.549151,-93.549151,-41.247291
8,19,0.000000,222.035158,13.360143,-255.078089,0.000000,-60.241283,-91.862963,-39.894954
8,20,0.000000,155.275586,7.308296,-181.120969,0.000000,-32.397905,-62.616140,-25.171404
8,21,21.707983,142.544639,4.929353,-161.260142,0.000000,-28.038937,-56.597442,-22.758693
8,22,3.811583,95.876018,2.440682,-109.789213,0.000000,-9.600841,-36.218931,-11.577835
8,23,-3.557477,69.109493,0.958073,-76.728526,0.000000,0.000000,-24.630805,-5.213697
8,24,0.000000,37.195028,-0.562734,-33.830900,0.000000,0.000000,-9.639244,3.085568
9,1,-19.224979,41.594491,-0.569740,-46.210344,0.000000,0.000000,-13.216386,1.064873
9,2,0.000000,74.734327,2.656899,-76.294196,0.000000,0.000000,-26.183856,-5.344027
9,3,0.000000,61.771943,2.243302,-58.424003,0.000000,0.000000,-20.081604,-1.855483
9,4,0.000000,54.718006,2.071303,-47.792184,0.000000,0.000000,-16.795101,0.061966
9,5,0.000000,58.759738,1.990345,-53.783643,0.000000,0.000000,-18.867353,-1.219959
9,6,0.000000,26.485784,-1.157077,-18.558783,0.000000,0.000000,-4.899250,5.696022
9,7,-16.895068,58.550240,0.212650,-67.044045,0.000000,0.000000,-20.963573,-3.240149
9,8,-27.205687,57.484760,-0.161372,-70.209539,0.000000,4.432617,-21.410528,-3.616274
9,9,-31.739866,58.291043,-0.410659,-74.466450,0.000000,4.550626,-22.226114,-4.208705
9,10,-45.722762,48.928853,-1.387875,-68.606701,0.000000,8.406331,-19.249089,-2.776807
9,11,-37.514119,68.498370,-0.378256,-89.390307,0.000000,0.000000,-27.833301,-7.495302
9,12,-40.790473,66.632423,-0.498602,-89.061005,0.000000,1.435830,-27.134880,-7.127610
9,13,-54.710069,50.943403,-1.663468,-74.961676,0.000000,7.763580,-21.112230,-3.957598
9,14,-42.194612,70.993261,-0.411705,-95.158266,0.000000,-0.255589,-29.375474,-8.417928
9,15,-23.768751,96.278531,1.259978,-120.484759,0.000000,-10.204989,-39.446914,-13.827971
9,16,-28.626789,88.005510,0.916405,-111.159676,0.000000,-6.942880,-35.928520,-11.837063
9,17,3.711958,142.529574,4.262299,-167.965614,0.000000,-28.457738,-58.450198,-24.035838
9,18,0.000000,223.457564,12.959989,-257.963179,0.000000,-60.889160,-92.889160,-40.688627
9,19,0.000000,222.989914,13.450708,-256.127498,0.000000,-60.656336,-92.278016,-40.101817
9,20,0.000000,153.843148,7.227793,-180.430476,0.000000,-31.634725,-61.852960,-24.772502
9,21,23.200369,142.981776,4.987286,-161.545724,0.000000,-28.078610,-56.637115,-22.772350
9,22,4.045371,97.100356,2.435408,-111.342860,0.000000,-10.210568,-36.828658,-11.945452
9,23,-7.880416,67.418413,0.817790,-75.746754,0.000000,0.000000,-24.233294,-5.002535
9,24,-22.631347,34.612504,-0.800945,-38.347162,0.000000,0.000000,-10.116710,2.837511
10,1,-16.387476,41.645577,-0.427416,-45.830086,0.000000,0.000000,-12.852884,1.311612
10,2,0.000000,76.363253,2.340396,-78.373109,0.000000,0.000000,-27.335231,-6.157152
10,3,0.000000,61.895158,2.156152,-58.880927,0.000000,0.000000,-20.203058,-1.968954
10,4,0.000000,55.018705,2.049145,-48.046365,0.000000,0.000000,-16.983851,-0.056731
10,5,0.000000,59.728712,1.971642,-54.901162,0.000000,0.000000,-19.394151,-1.538550
10,6,0.000000,27.785584,-1.353771,-20.591845,0.000000,0.000000,-5.726106,5.117091
10,7,-21.271827,55.673179,-0.072073,-64.533965,0.000000,0.000000,-20.109573,-2.814994
10,8,-31.015223,52.711867,-0.470772,-65.556772,0.000000,6.318281,-19.524864,-2.600083
10,9,-37.201179,51.832107,-0.914422,-68.151842,0.000000,6.984282,-19.792458,-2.934037
10,10,-43.763255,51.974923,-1.203052,-71.490891,0.000000,7.133802,-20.521618,-3.463904
10,11,-51.922097,44.875816,-1.794489,-66.067290,0.000000,10.215055,-17.959030,-2.147607
10,12,-37.250916,71.773366,-0.177157,-94.000851,0.000000,-0.671623,-29.242333,-8.263826
10,13,-50.375450,55.028090,-1.353006,-78.617103,0.000000,6.273955,-22.601855,-4.742077
10,14,-27.727507,91.061486,0.979169,-114.568888,0.000000,-8.267424,-37.387309,-12.681093
10,15,-23.281181,96.286324,1.226296,-120.186648,0.000000,-10.222449,-39.464374,-13.852099
10,16,-14.989975,105.389115,2.083250,-127.947277,0.000000,-13.810405,-42.796045,-15.515640
10,17,7.057134,145.560263,4.455155,-170.518418,0.000000,-29.602624,-59.595084,-24.655151
10,18,0.000000,223.397964,12.818179,-257.765258,0.000000,-61.012154,-93.012154,-40.816838
10,19,0.000000,221.286947,13.427760,-254.045968,0.000000,-59.797620,-91.419300,-39.602122
10,20,0.000000,162.751721,7.746500,-189.175578,0.000000,-35.934562,-66.152797,-27.068291
10,21,21.811500,142.143545,4.939765,-160.585528,0.000000,-27.828029,-56.386534,-22.627115
10,22,4.177224,96.386676,2.450343,-110.325662,0.000000,-9.826604,-36.444694,-11.710572
10,23,-2.766091,69.082324,0.998467,-77.259912,0.000000,0.000000,-24.441044,-5.105652
10,24,-20.965047,35.391622,-0.753862,-39.357463,0.000000,0.000000,-10.296968,2.727937
11,1,-19.112671,41.706259,-0.568950,-46.106700,0.000000,0.000000,-13.285101,1.027757
11,2,0.000000,76.716994,2.296577,-78.453878,0.000000,0.000000,-27.596037,-6.322728
11,3,0.000000,63.746844,1.998279,-61.044369,0.000000,0.000000,-21.329204,-2.698860
11,4,0.000000,54.641571,1.968125,-47.590828,0.000000,0.000000,-16.869098,-0.021805
11,5,0.000000,58.639825,2.043392,-53.287882,0.000000,0.000000,-18.785840,-1.143213
11,6,0.000000,28.516805,-1.293098,-21.807426,0.000000,0.000000,-6.013023,4.965425
11,7,-16.468900,58.731363,0.224231,-67.671727,0.000000,0.000000,-20.963059,-3.248378
11,8,-32.595638,50.695923,-0.690936,-63.667365,0.000000,7.035480,-18.807665,-2.256129
11,9,-32.577754,58.624135,-0.454872,-75.040741,0.000000,4.264349,-22.512391,-4.389240
11,10,-31.391143,66.616745,-0.189446,-85.649852,0.000000,1.472722,-26.182698,-6.488078
11,11,-40.661392,64.077045,-0.684346,-84.933258,0.000000,0.000000,-26.081126,-6.560571
11,12,-27.529605,86.213489,0.763155,-108.119478,0.000000,-6.552870,-35.123580,-11.419367
11,13,-53.401586,51.306146,-1.611855,-75.113763,0.000000,7.733194,-21.142616,-3.965200
11,14,-36.797174,77.910926,0.097393,-101.679575,0.000000,-2.962016,-32.081901,-9.844408
11,15,-33.503023,82.324931,0.310136,-106.748238,0.000000,-4.606946,-33.848871,-10.839877
11,16,-23.108983,93.703075,1.260980,-116.348072,0.000000,-9.154595,-38.140235,-13.041871
11,17,11.198485,150.890139,4.792020,-175.770742,0.000000,-31.723065,-61.715525,-25.801878
11,18,0.000000,223.947005,13.112133,-258.398980,0.000000,-61.006048,-93.006048,-40.692788
11,19,0.000000,221.999126,13.400323,-254.841661,0.000000,-60.200969,-91.822649,-39.850935
11,20,0.000000,160.576526,7.586884,-187.024200,0.000000,-34.919191,-65.137426,-26.541300
11,21,22.267056,142.503491,4.955264,-160.889029,0.000000,-27.965420,-56.523925,-22.705256
11,22,4.442051,96.756535,2.457340,-110.714201,0.000000,-9.990118,-36.608208,-11.806710
11,23,-3.520845,68.668081,0.980067,-76.734428,0.000000,0.000000,-24.324028,-5.034002
11,24,-21.428752,35.168023,-0.766467,-38.975800,0.000000,0.000000,-10.251674,2.757548
