scenario,hour,energy_price,bus_1,bus_2,bus_3,bus_4,bus_5,bus_6,bus_7,bus_8,bus_9,bus_10,bus_11,bus_12,bus_13,bus_14,bus_15,bus_16,bus_17,bus_18,bus_19,bus_20,bus_21,bus_22,bus_23,bus_24,bus_25,bus_26,bus_27,bus_28,bus_29,bus_30,bus_31,bus_32,bus_33,bus_34,bus_35,bus_36,bus_37,bus_38,bus_39
0,11,-136.2395,-51.8826,-7.9479,-110.9716,-100.7326,-129.7627,-136.2395,-130.2559,-127.2641,-95.5567,-21.2530,-8.9599,-21.2530,-33.5460,-65.2747,-73.7981,-77.4903,-80.9860,-92.4224,-50.7741,-50.7741,-77.4903,-77.4903,-77.4903,-77.4903,-16.5642,-48.9254,-63.6532,-48.9254,-48.9254,-11.3000,-136.2395,-21.2530,-50.7741,-50.7741,-22.6000,-77.4903,-16.5642,-26.8000,-73.7196
0,12,-144.1222,-51.0364,-7.4248,-117.7723,-106.3528,-137.1932,-144.1222,-137.5943,-134.3304,-99.2948,-21.0668,-7.8615,-21.0668,-34.2721,-68.3553,-77.6654,-81.6984,-85.5168,-97.8189,-51.1707,-51.1707,-81.6984,-81.6984,-81.6984,-81.6984,-16.6373,-51.2377,-66.9847,-51.2377,-51.2377,-11.3000,-144.1222,-21.0668,-51.1707,-51.1707,-22.6000,-81.6984,-16.6373,-26.8000,-75.1656
0,13,-150.1859,-50.3856,-7.0225,-123.0037,-110.6759,-142.9089,-150.1859,-143.2392,-139.7659,-102.1703,-20.9236,-7.0166,-20.9236,-34.8306,-70.7250,-80.6403,-84.9354,-89.0020,-101.9701,-51.4758,-51.4758,-84.9354,-84.9354,-84.9354,-84.9354,-16.6936,-53.0165,-69.5473,-53.0165,-53.0165,-11.3000,-150.1859,-20.9236,-51.4758,-51.4758,-22.6000,-84.9354,-16.6936,-26.8000,-76.2779
0,14,-156.1160,-51.1990,-6.4394,-127.8386,-114.8499,-148.5076,-156.1160,-148.8275,-145.1833,-105.6511,-20.9542,-6.4028,-20.9542,-35.5055,-73.0628,-83.4624,-87.9672,-92.2325,-105.8125,-51.7199,-51.7199,-87.9672,-87.9672,-87.9672,-87.9672,-16.5604,-54.5730,-71.8728,-54.5730,-54.5730,-11.3000,-156.1160,-20.9542,-51.7199,-51.7199,-22.6000,-87.9672,-16.5604,-26.8000,-78.4250
0,15,-160.6180,-52.1745,-5.9082,-131.4648,-118.0230,-152.7628,-160.6180,-153.0876,-149.3224,-108.4595,-21.0640,-6.0383,-21.0640,-36.0896,-74.8710,-85.6045,-90.2541,-94.6563,-108.6949,-51.8419,-51.8419,-90.2541,-90.2541,-90.2541,-90.2541,-16.3778,-55.6996,-73.5953,-55.6996,-55.6996,-11.3000,-160.6180,-21.0640,-51.8419,-51.8419,-22.6000,-90.2541,-16.3778,-26.8000,-80.3170
0,16,-152.3688,-50.1513,-6.8776,-124.8870,-112.2323,-144.9666,-152.3688,-145.2714,-141.7227,-103.2054,-20.8720,-6.7124,-20.8720,-35.0317,-71.5781,-81.7112,-86.1007,-90.2567,-103.4645,-51.5856,-51.5856,-86.1007,-86.1007,-86.1007,-86.1007,-16.7139,-53.6568,-70.4699,-53.6568,-53.6568,-11.3000,-152.3688,-20.8720,-51.5856,-51.5856,-22.6000,-86.1007,-16.7139,-26.8000,-76.6783
0,17,-188.3057,-58.1737,-2.6412,-153.7660,-137.5380,-178.9329,-188.3057,-179.2876,-174.7785,-125.7315,-21.7391,-3.7967,-21.7391,-39.6816,-85.9915,-98.7788,-104.3181,-109.5627,-126.4216,-52.5925,-52.5925,-104.3181,-104.3181,-104.3181,-104.3181,-15.2547,-62.6287,-84.1890,-62.6287,-62.6287,-11.3000,-188.3057,-21.7391,-52.5925,-52.5925,-22.6000,-104.3181,-15.2547,-26.8000,-91.9526
0,18,-259.1018,-72.2212,11.0992,-330.4405,-280.4815,-260.1983,-259.1018,-251.1498,-247.1737,-173.5842,-264.4636,-262.7314,-264.4636,-266.1957,-270.6663,-263.7607,-260.7693,-257.9370,-285.5895,-54.6000,-54.6000,-260.7693,-260.7693,-260.7693,-260.7693,-20.6389,-139.8416,-194.0917,-139.8416,-139.8416,11.0992,-259.1018,-22.6000,-54.6000,-54.6000,-22.6000,-260.7693,-20.6389,-26.8000,-122.9027
0,19,-222.3279,-73.9190,-7.7512,-278.9806,-239.3063,-223.1987,-222.3279,-216.0129,-212.8554,-154.4152,-226.5859,-225.2103,-226.5859,-227.9614,-231.5117,-226.0277,-223.6521,-221.4029,-243.3628,-54.2217,-54.2217,-223.6521,-223.6521,-223.6521,-223.6521,-32.9556,-127.6189,-170.7009,-127.6189,-127.6189,-7.7512,-222.3279,-22.6000,-54.2217,-54.2217,-22.6000,-223.6521,-32.9556,-26.8000,-114.1671
0,20,-196.6345,-59.9784,-1.6584,-160.4745,-143.4084,-186.8053,-196.6345,-187.1689,-182.4361,-130.9272,-21.9422,-3.1224,-21.9422,-40.7621,-89.3367,-102.7419,-108.5487,-114.0467,-131.7541,-52.8182,-52.8182,-108.5487,-108.5487,-108.5487,-108.5487,-14.9168,-64.7130,-87.3757,-64.7130,-64.7130,-11.3000,-196.6345,-21.9422,-52.8182,-52.8182,-22.6000,-108.5487,-14.9168,-26.8000,-95.4528
0,21,-143.8797,-51.0625,-7.4409,-117.5631,-106.1799,-136.9646,-143.8797,-137.3685,-134.1130,-99.1798,-21.0725,-7.8953,-21.0725,-34.2498,-68.2605,-77.5464,-81.5689,-85.3774,-97.6529,-51.1585,-51.1585,-81.5689,-81.5689,-81.5689,-81.5689,-16.6351,-51.1666,-66.8822,-51.1666,-51.1666,-11.3000,-143.8797,-21.0725,-51.1585,-51.1585,-22.6000,-81.5689,-16.6351,-26.8000,-75.1211
0,22,-105.3150,-55.2018,-9.9998,-84.2918,-78.6846,-100.6125,-105.3150,-101.4668,-99.5427,-80.8918,-21.9833,-13.2690,-21.9833,-30.6976,-53.1895,-58.6264,-60.9816,-63.2115,-71.2514,-49.2181,-49.2181,-60.9816,-60.9816,-60.9816,-60.9816,-16.2771,-39.8538,-50.5838,-39.8538,-39.8538,-11.3000,-105.3150,-21.9833,-49.2181,-49.2181,-22.6000,-60.9816,-16.2771,-26.8000,-68.0468
0,23,-47.9205,-65.9936,-12.6397,-45.2818,-46.4732,-47.9102,-47.9205,-48.7224,-49.1234,-56.2194,-46.9125,-47.2381,-46.9125,-46.5869,-45.7464,-42.7182,-41.4064,-40.1644,-42.1161,-47.2655,-47.2655,-41.4064,-41.4064,-41.4064,-41.4064,-15.8867,-28.0822,-33.6325,-28.0822,-28.0822,-11.3000,-47.9205,-22.6000,-47.2655,-47.2655,-22.6000,-41.4064,-15.8867,-26.8000,-61.1065
0,24,-42.8451,-59.9927,-12.7583,-40.1066,-41.4377,-42.8301,-42.8451,-43.6042,-43.9837,-50.7175,-41.9158,-42.2160,-41.9158,-41.6155,-40.8406,-38.1713,-37.0150,-35.9202,-37.5169,-37.0150,-37.0150,-37.0150,-37.0150,-37.0150,-37.0150,-15.4907,-25.7531,-30.4237,-25.7531,-25.7531,-11.3000,-42.8451,-22.6000,-37.0150,-37.0150,-22.6000,-37.0150,-15.4907,-26.8000,-55.3551
1,1,-55.4080,-36.1031,-11.7669,-46.2346,-44.0049,-53.4198,-55.4080,-53.8649,-53.0933,-45.9468,-20.0999,-16.4512,-20.0999,-23.7486,-33.1660,-35.1666,-36.0332,-36.8537,-40.4316,-36.0332,-36.0332,-36.0332,-36.0332,-36.0332,-36.0332,-14.7264,-25.8417,-30.9003,-25.8417,-25.8417,-11.3000,-55.4080,-20.0999,-36.0332,-36.0332,-22.6000,-36.0332,-14.7264,-26.8000,-41.0249
1,2,-79.1505,-29.9011,-8.8143,-68.4535,-61.7885,-75.8892,-79.1505,-75.8357,-74.1783,-55.5542,-20.9144,-14.5959,-20.9144,-27.2329,-43.5412,-47.8844,-49.7659,-51.5472,-57.9952,-49.7659,-49.7659,-49.7659,-49.7659,-49.7659,-49.7659,-13.8555,-32.7893,-41.4062,-32.7893,-32.7893,-11.3000,-79.1505,-20.9144,-49.7659,-49.7659,-22.6000,-49.7659,-13.8555,-26.8000,-42.7277
1,3,-67.2752,-26.7262,-9.3346,-59.4822,-53.7711,-64.7121,-67.2752,-64.5879,-63.2443,-47.8838,-21.3780,-16.3773,-21.3780,-26.3788,-39.2858,-42.6499,-44.1071,-45.4869,-50.8246,-44.1071,-44.1071,-44.1071,-44.1071,-44.1071,-44.1071,-13.5995,-29.6176,-36.9075,-29.6176,-29.6176,-11.3000,-67.2752,-21.3780,-44.1071,-44.1071,-22.6000,-44.1071,-13.5995,-26.8000,-37.3050
1,4,-57.2951,-23.7704,-9.3550,-52.0879,-47.0938,-55.3247,-57.2951,-55.1244,-54.0390,-41.3072,-21.8480,-17.9592,-21.8480,-25.7369,-35.7740,-38.2971,-39.3900,-40.4249,-44.8731,-39.3900,-39.3900,-39.3900,-39.3900,-39.3900,-39.3900,-13.0203,-26.7865,-33.0516,-26.7865,-26.7865,-11.3000,-57.2951,-21.8480,-39.3900,-39.3900,-22.6000,-39.3900,-13.0203,-26.8000,-32.5388
1,5,-60.2592,-24.4962,-9.1314,-54.2671,-49.0359,-58.1046,-60.2592,-57.9255,-56.7586,-43.1882,-21.5613,-17.3259,-21.5613,-25.7966,-36.7282,-39.5111,-40.7166,-41.8580,-46.5908,-40.7166,-40.7166,-40.7166,-40.7166,-40.7166,-40.7166,-12.9921,-27.4924,-34.0916,-27.4924,-27.4924,-11.3000,-60.2592,-21.5613,-40.7166,-40.7166,-22.6000,-40.7166,-12.9921,-26.8000,-33.8422
1,6,-36.1530,-19.6920,-12.5879,-34.4775,-31.8311,-35.2916,-36.1530,-35.1236,-34.6089,-28.3344,-20.5301,-18.7958,-20.5301,-22.2644,-26.7408,-27.7955,-28.2524,-28.6850,-30.8942,-28.2524,-28.2524,-28.2524,-28.2524,-28.2524,-28.2524,-14.4868,-21.6190,-24.8650,-21.6190,-21.6190,-11.3000,-36.1530,-20.5301,-28.2524,-28.2524,-22.6000,-28.2524,-14.4868,-26.8000,-24.0132
1,7,-69.4025,-41.3660,-11.2108,-56.6718,-53.5326,-66.6217,-69.4025,-67.1981,-66.0959,-55.6939,-20.0947,-14.9718,-20.0947,-25.2176,-38.4400,-41.4601,-42.7684,-44.0070,-48.8373,-42.7684,-42.7684,-42.7684,-42.7684,-42.7684,-42.7684,-15.0797,-29.6109,-36.2241,-29.6109,-29.6109,-11.3000,-69.4025,-20.0947,-42.7684,-42.7684,-22.6000,-42.7684,-15.0797,-26.8000,-48.5299
1,8,-80.7152,-47.7409,-10.9922,-64.7400,-61.2110,-77.3150,-80.7152,-78.0780,-76.7595,-64.5535,-20.5014,-14.2623,-20.5014,-26.7405,-42.8438,-46.5452,-48.1485,-49.6666,-55.4155,-48.1485,-48.1485,-48.1485,-48.1485,-48.1485,-48.1485,-15.5546,-32.6902,-40.4887,-32.6902,-32.6902,-11.3000,-80.7152,-20.5014,-48.1485,-48.1485,-22.6000,-48.1485,-15.5546,-26.8000,-56.1472
1,9,-71.6704,-55.0642,-12.1403,-54.8218,-53.8971,-68.7305,-71.6704,-69.9207,-69.0459,-63.1649,-19.8780,-14.7092,-19.8780,-25.0469,-38.3877,-40.9613,-42.0762,-43.1317,-47.5903,-49.3767,-49.3767,-42.0762,-42.0762,-42.0762,-42.0762,-15.7964,-29.5278,-35.7771,-29.5278,-29.5278,-11.3000,-71.6704,-19.8780,-49.3767,-49.3767,-22.6000,-42.0762,-15.7964,-26.8000,-59.1145
1,10,-71.3307,-63.7475,-12.8441,-52.3771,-53.0421,-68.4177,-71.3307,-69.9924,-69.3233,-66.9780,-20.2108,-15.2573,-20.2108,-25.1642,-37.9491,-40.0286,-40.9294,-41.7822,-45.8231,-50.2554,-50.2554,-40.9294,-40.9294,-40.9294,-40.9294,-16.2579,-29.0796,-34.9149,-29.0796,-29.0796,-11.3000,-71.3307,-20.2108,-50.2554,-50.2554,-22.6000,-40.9294,-16.2579,-26.8000,-65.3628
1,11,-86.3255,-61.6211,-11.9080,-65.7407,-64.0069,-82.5884,-86.3255,-83.9412,-82.7491,-73.8621,-20.4567,-13.8180,-20.4567,-27.0954,-44.2301,-47.7763,-49.3124,-50.7668,-56.4778,-49.3124,-49.3124,-49.3124,-49.3124,-49.3124,-49.3124,-16.4921,-33.7094,-41.5452,-33.7094,-33.7094,-11.3000,-86.3255,-20.4567,-49.3124,-49.3124,-22.6000,-49.3124,-16.4921,-26.8000,-67.7416
1,12,-101.3100,-56.6037,-10.5564,-79.3893,-74.8285,-96.6943,-101.3100,-97.7326,-95.9439,-79.3964,-19.7035,-11.2349,-19.7035,-28.1721,-50.0297,-55.2752,-57.5475,-59.6988,-67.2087,-51.1707,-51.1707,-57.5475,-57.5475,-57.5475,-57.5475,-16.3538,-38.1274,-48.0368,-38.1274,-38.1274,-11.3000,-101.3100,-19.7035,-51.1707,-51.1707,-22.6000,-57.5475,-16.3538,-26.8000,-68.0000
1,13,-78.6409,-69.4589,-12.9138,-57.1050,-57.8248,-75.3189,-78.6409,-77.0909,-76.3159,-73.4317,-20.3645,-14.7054,-20.3645,-26.0237,-40.6301,-43.0876,-44.1521,-45.1600,-49.7158,-51.4758,-51.4758,-44.1521,-44.1521,-44.1521,-44.1521,-16.7179,-31.0053,-37.5076,-31.0053,-31.0053,-11.3000,-78.6409,-20.3645,-51.4758,-51.4758,-22.6000,-44.1521,-16.7179,-26.8000,-71.4453
1,14,-102.6946,-61.0052,-10.7396,-79.4925,-75.5214,-98.0077,-102.6946,-99.2272,-97.4934,-82.1456,-19.9121,-11.3832,-19.9121,-28.4411,-50.4545,-55.5837,-57.8056,-59.9093,-67.3782,-51.7199,-51.7199,-57.8056,-57.8056,-57.8056,-57.8056,-16.5402,-38.3259,-48.2407,-38.3259,-38.3259,-11.3000,-102.6946,-19.9121,-51.7199,-51.7199,-22.6000,-57.8056,-16.5402,-26.8000,-71.5754
1,15,-106.9975,-58.0871,-10.3769,-83.6126,-78.6096,-102.0379,-106.9975,-103.1146,-101.1732,-83.0501,-19.3232,-10.2071,-19.3232,-28.4394,-51.9683,-57.7052,-60.1904,-62.5433,-70.5791,-51.8419,-51.8419,-60.1904,-60.1904,-60.1904,-60.1904,-16.5310,-39.6445,-50.1636,-39.6445,-39.6445,-11.3000,-106.9975,-19.3232,-51.8419,-51.8419,-22.6000,-60.1904,-16.5310,-26.8000,-70.5686
1,16,-113.1797,-52.6638,-9.4544,-90.1871,-83.3926,-107.8672,-113.1797,-108.6584,-106.3978,-83.7959,-19.0925,-9.1737,-19.0925,-29.0113,-54.6120,-61.2013,-64.0556,-66.7582,-75.6938,-51.5856,-51.5856,-64.0556,-64.0556,-64.0556,-64.0556,-16.2145,-41.6042,-53.1593,-41.6042,-41.6042,-11.3000,-113.1797,-19.0925,-51.5856,-51.5856,-22.6000,-64.0556,-16.2145,-26.8000,-68.2298
1,17,-143.2651,-44.8985,-7.0574,-117.2067,-105.1113,-136.2144,-143.2651,-136.4601,-133.0576,-95.9756,-18.0735,-4.5673,-18.0735,-31.5798,-66.4397,-76.2846,-80.5493,-84.5870,-97.0280,-52.5925,-52.5925,-80.5493,-80.5493,-80.5493,-80.5493,-16.2035,-50.5548,-66.1884,-50.5548,-50.5548,-11.3000,-143.2651,-18.0735,-52.5925,-52.5925,-22.6000,-80.5493,-16.2035,-26.8000,-70.4370
1,18,-211.6824,-62.1769,1.6070,-171.4566,-152.9326,-200.8488,-211.6824,-201.2992,-196.1076,-139.7729,-19.2182,1.5035,-19.2182,-39.9400,-93.4233,-108.2280,-114.6411,-120.7131,-140.0665,-54.6000,-54.6000,-114.6411,-114.6411,-114.6411,-114.6411,-12.8231,-67.0198,-91.6852,-67.0198,-67.0198,-11.3000,-211.6824,-19.2182,-54.6000,-54.6000,-22.6000,-114.6411,-12.8231,-26.8000,-100.9749
1,19,-210.3382,-61.4058,2.1468,-170.7124,-152.1611,-199.5997,-210.3382,-200.0132,-194.8508,-138.7204,-19.5133,1.0404,-19.5133,-40.0670,-93.1166,-107.7715,-114.1196,-120.1302,-139.4220,-54.2217,-54.2217,-114.1196,-114.1196,-114.1196,-114.1196,-12.2782,-66.4558,-91.1125,-66.4558,-66.4558,-11.3000,-210.3382,-19.5133,-54.2217,-54.2217,-22.6000,-114.1196,-12.2782,-26.8000,-100.0631
1,20,-154.9216,-48.9942,-3.8108,-126.1229,-113.0639,-147.2099,-154.9216,-147.5526,-143.8681,-103.9617,-17.9544,-3.2134,-17.9544,-32.6954,-70.7422,-81.2939,-85.8647,-90.1924,-103.8961,-52.8182,-52.8182,-85.8647,-85.8647,-85.8647,-85.8647,-14.0013,-52.2745,-69.6930,-52.2745,-52.2745,-11.3000,-154.9216,-17.9544,-52.8182,-52.8182,-22.6000,-85.8647,-14.0013,-26.8000,-76.4779
1,21,-137.9150,-29.5153,-6.3105,-116.3391,-102.2609,-131.1319,-137.9150,-130.7547,-127.1746,-86.0966,-17.1728,-3.9182,-17.1728,-30.4275,-64.6380,-74.8516,-79.2759,-83.4649,-96.0030,-51.1585,-51.1585,-79.2759,-79.2759,-79.2759,-79.2759,-15.4124,-49.5974,-65.1553,-49.5974,-49.5974,-11.3000,-137.9150,-17.1728,-51.1585,-51.1585,-22.6000,-79.2759,-15.4124,-26.8000,-57.8060
1,22,-102.0985,-32.7021,-8.8081,-85.4341,-76.6477,-97.3507,-102.0985,-97.3753,-95.0138,-68.8039,-17.6785,-8.5238,-17.6785,-26.8332,-50.4617,-57.1785,-60.0881,-62.8429,-71.4591,-49.2181,-49.2181,-60.0881,-60.0881,-60.0881,-60.0881,-15.1826,-39.1239,-50.0199,-39.1239,-39.1239,-11.3000,-102.0985,-17.6785,-49.2181,-49.2181,-22.6000,-60.0881,-15.1826,-26.8000,-50.7530
1,23,-76.2680,-33.5323,-10.3656,-63.8495,-58.5385,-73.0268,-76.2680,-73.2504,-71.7416,-55.6698,-18.6549,-12.4930,-18.6549,-24.8167,-40.7206,-44.9176,-46.7357,-48.4570,-54.3276,-46.7357,-46.7357,-46.7357,-46.7357,-46.7357,-46.7357,-14.8592,-31.7365,-39.4175,-31.7365,-31.7365,-11.3000,-76.2680,-18.6549,-46.7357,-46.7357,-22.6000,-46.7357,-14.8592,-26.8000,-44.6011
1,24,-49.4074,-39.4034,-12.1128,-40.4920,-39.6013,-47.7755,-49.4074,-48.4012,-47.8980,-44.3250,-20.4956,-17.6114,-20.4956,-23.3797,-30.8238,-32.0524,-32.5846,-33.0885,-35.9121,-32.5846,-32.5846,-32.5846,-32.5846,-32.5846,-32.5846,-14.5873,-23.8810,-28.1107,-23.8810,-23.8810,-11.3000,-49.4074,-20.4956,-32.5846,-32.5846,-22.6000,-32.5846,-14.5873,-26.8000,-41.8642
2,1,-54.9814,-38.3618,-11.8661,-45.3903,-43.5974,-53.0278,-54.9814,-53.5699,-52.8641,-46.7641,-20.3284,-16.7878,-20.3284,-23.8691,-33.0075,-34.8276,-35.6160,-36.3624,-39.8056,-35.6160,-35.6160,-35.6160,-35.6160,-35.6160,-35.6160,-14.7560,-25.6096,-30.5492,-25.6096,-25.6096,-11.3000,-54.9814,-20.3284,-35.6160,-35.6160,-22.6000,-35.6160,-14.7560,-26.8000,-42.5629
2,2,-79.2243,-29.9914,-8.9105,-68.5702,-61.8988,-75.9688,-79.2243,-75.9122,-74.2562,-55.6373,-21.0874,-14.7788,-21.0874,-27.3960,-43.6785,-48.0121,-49.8893,-51.6667,-58.1136,-49.8893,-49.8893,-49.8893,-49.8893,-49.8893,-49.8893,-13.9544,-32.8985,-41.5202,-32.8985,-32.8985,-11.3000,-79.2243,-21.0874,-49.8893,-49.8893,-22.6000,-49.8893,-13.9544,-26.8000,-42.8143
2,3,-66.1557,-26.3339,-9.2508,-58.6199,-52.9854,-63.6527,-66.1557,-63.5215,-62.2044,-47.1163,-21.3193,-16.4317,-21.3193,-26.2070,-38.8223,-42.1015,-43.5220,-44.8669,-50.1122,-43.5220,-43.5220,-43.5220,-43.5220,-43.5220,-43.5220,-13.4524,-29.2329,-36.4148,-29.2329,-29.2329,-11.3000,-66.1557,-21.3193,-43.5220,-43.5220,-22.6000,-43.5220,-13.4524,-26.8000,-36.7251
2,4,-57.2932,-23.7386,-9.3108,-52.0685,-47.0727,-55.3195,-57.2932,-55.1200,-54.0335,-41.2907,-21.7883,-17.8934,-21.7883,-25.6832,-35.7359,-38.2640,-39.3591,-40.3959,-44.8478,-39.3591,-39.3591,-39.3591,-39.3591,-39.3591,-39.3591,-12.9779,-26.7509,-33.0191,-26.7509,-26.7509,-11.3000,-57.2932,-21.7883,-39.3591,-39.3591,-22.6000,-39.3591,-12.9779,-26.8000,-32.5146
2,5,-60.3283,-24.5375,-9.1630,-54.2532,-49.0352,-58.1627,-60.3283,-57.9896,-56.8202,-43.2413,-21.4417,-17.1874,-21.4417,-25.6959,-36.6762,-39.4777,-40.6912,-41.8402,-46.5745,-40.6912,-40.6912,-40.6912,-40.6912,-40.6912,-40.6912,-13.0179,-27.4963,-34.0856,-27.4963,-27.4963,-11.3000,-60.3283,-21.4417,-40.6912,-40.6912,-22.6000,-40.6912,-13.0179,-26.8000,-33.8894
2,6,-36.0121,-19.6359,-12.5635,-34.5129,-31.8432,-35.1753,-36.0121,-34.9949,-34.4863,-28.2399,-20.8088,-19.1167,-20.8088,-22.5008,-26.8681,-27.8824,-28.3218,-28.7377,-30.9403,-28.3218,-28.3218,-28.3218,-28.3218,-28.3218,-28.3218,-14.4716,-21.6379,-24.8994,-21.6379,-21.6379,-11.3000,-36.0121,-20.8088,-28.3218,-28.3218,-22.6000,-28.3218,-14.4716,-26.8000,-23.9379
2,7,-69.9135,-41.4622,-11.1707,-57.1213,-53.9215,-67.1090,-69.9135,-67.6824,-66.5669,-56.0072,-20.1794,-15.0095,-20.1794,-25.3494,-38.6932,-41.7459,-43.0682,-44.3202,-49.2025,-43.0682,-43.0682,-43.0682,-43.0682,-43.0682,-43.0682,-15.0813,-29.7690,-36.4535,-29.7690,-29.7690,-11.3000,-69.9135,-20.1794,-43.0682,-43.0682,-22.6000,-43.0682,-15.0813,-26.8000,-48.7347
