scenario,hour,br_1_2,br_2_3,br_2_30,br_6_11,br_10_32,br_16_19,br_22_35,br_29_38
5,16,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
5,17,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
5,18,0.000000,-73.925066,0.227203,90.069879,0.000000,18.527626,33.527626,17.925738
5,19,0.000000,-73.925066,0.227203,90.069879,0.000000,18.527626,33.527626,17.925738
5,20,0.000000,-73.925066,0.227203,90.069879,0.000000,18.527626,33.527626,17.925738
5,21,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
5,22,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
5,23,27.720502,-29.483484,2.898361,46.405708,0.000000,0.000000,15.000000,7.893363
5,24,27.720502,-29.483484,2.898361,46.405708,0.000000,0.000000,15.000000,7.893363
6,1,27.720502,-29.483484,2.898361,46.405708,0.000000,0.000000,15.000000,7.893363
6,2,0.000000,-33.073502,2.864688,40.296566,0.000000,0.000000,15.000000,8.019836
6,3,0.000000,-33.073502,2.864688,40.296566,0.000000,0.000000,15.000000,8.019836
6,4,0.000000,-33.073502,2.864688,40.296566,0.000000,0.000000,15.000000,8.019836
6,5,0.000000,-33.073502,2.864688,40.296566,0.000000,0.000000,15.000000,8.019836
6,6,27.720502,-29.483484,2.898361,46.405708,0.000000,0.000000,15.000000,7.893363
6,7,27.720502,-29.483484,2.898361,46.405708,0.000000,0.000000,15.000000,7.893363
6,8,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
6,9,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
6,10,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
6,11,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
6,12,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
6,13,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
6,14,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
6,15,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
6,16,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
6,17,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
6,18,0.000000,-73.925066,0.227203,90.069879,0.000000,18.527626,33.527626,17.925738
6,19,0.000000,-73.925066,0.227203,90.069879,0.000000,18.527626,33.527626,17.925738
6,20,0.000000,-73.925066,0.227203,90.069879,0.000000,18.527626,33.527626,17.925738
6,21,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
6,22,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
6,23,27.720502,-29.483484,2.898361,46.405708,0.000000,0.000000,15.000000,7.893363
6,24,27.720502,-29.483484,2.898361,46.405708,0.000000,0.000000,15.000000,7.893363
7,1,27.720502,-29.483484,2.898361,46.405708,0.000000,0.000000,15.000000,7.893363
7,2,0.000000,-33.073502,2.864688,40.296566,0.000000,0.000000,15.000000,8.019836
7,3,0.000000,-33.073502,2.864688,40.296566,0.000000,0.000000,15.000000,8.019836
7,4,0.000000,-33.073502,2.864688,40.296566,0.000000,0.000000,15.000000,8.019836
7,5,0.000000,-33.073502,2.864688,40.296566,0.000000,0.000000,15.000000,8.019836
7,6,0.000000,-33.073502,2.864688,40.296566,0.000000,0.000000,15.000000,8.019836
7,7,27.720502,-29.483484,2.898361,46.405708,0.000000,0.000000,15.000000,7.893363
7,8,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
7,9,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
7,10,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
7,11,27.720502,-29.483484,2.898361,46.405708,0.000000,0.000000,15.000000,7.893363
7,12,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
7,13,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
7,14,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
7,15,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
7,16,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
7,17,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
7,18,0.000000,-73.925066,0.227203,90.069879,0.000000,18.527626,33.527626,17.925738
7,19,0.000000,-73.925066,0.227203,90.069879,0.000000,18.527626,33.527626,17.925738
7,20,0.000000,-73.925066,0.227203,90.069879,0.000000,18.527626,33.527626,17.925738
7,21,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
7,22,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
7,23,27.720502,-29.483484,2.898361,46.405708,0.000000,0.000000,15.000000,7.893363
7,24,27.720502,-29.483484,2.898361,46.405708,0.000000,0.000000,15.000000,7.893363
8,1,27.720502,-29.483484,2.898361,46.405708,0.000000,0.000000,15.000000,7.893363
8,2,0.000000,-33.073502,2.864688,40.296566,0.000000,0.000000,15.000000,8.019836
8,3,0.000000,-33.073502,2.864688,40.296566,0.000000,0.000000,15.000000,8.019836
8,4,0.000000,-33.073502,2.864688,40.296566,0.000000,0.000000,15.000000,8.019836
8,5,0.000000,-33.073502,2.864688,40.296566,0.000000,0.000000,15.000000,8.019836
8,6,27.720502,-29.483484,2.898361,46.405708,0.000000,0.000000,15.000000,7.893363
8,7,27.720502,-29.483484,2.898361,46.405708,0.000000,0.000000,15.000000,7.893363
8,8,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
8,9,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
8,10,27.720502,-29.483484,2.898361,46.405708,0.000000,0.000000,15.000000,7.893363
8,11,27.720502,-29.483484,2.898361,46.405708,0.000000,0.000000,15.000000,7.893363
8,12,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
8,13,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
8,14,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
8,15,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
8,16,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
8,17,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
8,18,0.000000,-73.925066,0.227203,90.069879,0.000000,18.527626,33.527626,17.925738
8,19,0.000000,-73.925066,0.227203,90.069879,0.000000,18.527626,33.527626,17.925738
8,20,0.000000,-73.925066,0.227203,90.069879,0.000000,18.527626,33.527626,17.925738
8,21,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
8,22,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
8,23,27.720502,-29.483484,2.898361,46.405708,0.000000,0.000000,15.000000,7.893363
8,24,0.000000,-33.073502,2.864688,40.296566,0.000000,0.000000,15.000000,8.019836
9,1,27.720502,-29.483484,2.898361,46.405708,0.000000,0.000000,15.000000,7.893363
9,2,0.000000,-33.073502,2.864688,40.296566,0.000000,0.000000,15.000000,8.019836
9,3,0.000000,-33.073502,2.864688,40.296566,0.000000,0.000000,15.000000,8.019836
9,4,0.000000,-33.073502,2.864688,40.296566,0.000000,0.000000,15.000000,8.019836
9,5,0.000000,-33.073502,2.864688,40.296566,0.000000,0.000000,15.000000,8.019836
9,6,0.000000,-33.073502,2.864688,40.296566,0.000000,0.000000,15.000000,8.019836
9,7,27.720502,-29.483484,2.898361,46.405708,0.000000,0.000000,15.000000,7.893363
9,8,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
9,9,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
9,10,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
9,11,27.720502,-29.483484,2.898361,46.405708,0.000000,0.000000,15.000000,7.893363
9,12,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
9,13,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
9,14,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
9,15,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
9,16,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
9,17,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
9,18,0.000000,-73.925066,0.227203,90.069879,0.000000,18.527626,33.527626,17.925738
9,19,0.000000,-73.925066,0.227203,90.069879,0.000000,18.527626,33.527626,17.925738
9,20,0.000000,-73.925066,0.227203,90.069879,0.000000,18.527626,33.527626,17.925738
9,21,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
9,22,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
9,23,27.720502,-29.483484,2.898361,46.405708,0.000000,0.000000,15.000000,7.893363
9,24,27.720502,-29.483484,2.898361,46.405708,0.000000,0.000000,15.000000,7.893363
10,1,27.720502,-29.483484,2.898361,46.405708,0.000000,0.000000,15.000000,7.893363
10,2,0.000000,-33.073502,2.864688,40.296566,0.000000,0.000000,15.000000,8.019836
10,3,0.000000,-33.073502,2.864688,40.296566,0.000000,0.000000,15.000000,8.019836
10,4,0.000000,-33.073502,2.864688,40.296566,0.000000,0.000000,15.000000,8.019836
10,5,0.000000,-33.073502,2.864688,40.296566,0.000000,0.000000,15.000000,8.019836
10,6,0.000000,-33.073502,2.864688,40.296566,0.000000,0.000000,15.000000,8.019836
10,7,27.720502,-29.483484,2.898361,46.405708,0.000000,0.000000,15.000000,7.893363
10,8,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
10,9,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
10,10,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
10,11,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
10,12,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
10,13,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
10,14,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
10,15,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
10,16,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
10,17,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
10,18,0.000000,-73.925066,0.227203,90.069879,0.000000,18.527626,33.527626,17.925738
10,19,0.000000,-73.925066,0.227203,90.069879,0.000000,18.527626,33.527626,17.925738
10,20,0.000000,-73.925066,0.227203,90.069879,0.000000,18.527626,33.527626,17.925738
10,21,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
10,22,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
10,23,27.720502,-29.483484,2.898361,46.405708,0.000000,0.000000,15.000000,7.893363
10,24,27.720502,-29.483484,2.898361,46.405708,0.000000,0.000000,15.000000,7.893363
11,1,27.720502,-29.483484,2.898361,46.405708,0.000000,0.000000,15.000000,7.893363
11,2,0.000000,-33.073502,2.864688,40.296566,0.000000,0.000000,15.000000,8.019836
11,3,0.000000,-33.073502,2.864688,40.296566,0.000000,0.000000,15.000000,8.019836
11,4,0.000000,-33.073502,2.864688,40.296566,0.000000,0.000000,15.000000,8.019836
11,5,0.000000,-33.073502,2.864688,40.296566,0.000000,0.000000,15.000000,8.019836
11,6,0.000000,-33.073502,2.864688,40.296566,0.000000,0.000000,15.000000,8.019836
11,7,27.720502,-29.483484,2.898361,46.405708,0.000000,0.000000,15.000000,7.893363
11,8,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
11,9,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
11,10,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
11,11,27.720502,-29.483484,2.898361,46.405708,0.000000,0.000000,15.000000,7.893363
11,12,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
11,13,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
11,14,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
11,15,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
11,16,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
11,17,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
11,18,0.000000,-73.925066,0.227203,90.069879,0.000000,18.527626,33.527626,17.925738
11,19,0.000000,-73.925066,0.227203,90.069879,0.000000,18.527626,33.527626,17.925738
11,20,0.000000,-73.925066,0.227203,90.069879,0.000000,18.527626,33.527626,17.925738
11,21,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
11,22,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
11,23,27.720502,-29.483484,2.898361,46.405708,0.000000,0.000000,15.000000,7.893363
11,24,27.720502,-29.483484,2.898361,46.405708,0.000000,0.000000,15.000000,7.893363
12,1,27.720502,-29.483484,2.898361,46.405708,0.000000,0.000000,15.000000,7.893363
12,2,0.000000,-33.073502,2.864688,40.296566,0.000000,0.000000,15.000000,8.019836
12,3,0.000000,-33.073502,2.864688,40.296566,0.000000,0.000000,15.000000,8.019836
12,4,0.000000,-33.073502,2.864688,40.296566,0.000000,0.000000,15.000000,8.019836
12,5,0.000000,-33.073502,2.864688,40.296566,0.000000,0.000000,15.000000,8.019836
12,6,27.720502,-29.483484,2.898361,46.405708,0.000000,0.000000,15.000000,7.893363
12,7,27.720502,-29.483484,2.898361,46.405708,0.000000,0.000000,15.000000,7.893363
12,8,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
12,9,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
12,10,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
12,11,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
12,12,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
12,13,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
12,14,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
12,15,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
12,16,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
12,17,5.277932,-65.463470,0.735787,81.756302,0.000000,15.000000,30.000000,16.015592
12,18,0.000000,-73.925066,0.227203,90.069879,0.000000,18.527626,33.527626,17.925738
12,19,0.000000,-73.925066,0.227203,90.069879,0.000000,18.527626,33.527626,17.925738
12,20,0.000000,-73.925066,0.227203,90.069879,0.000000,18.527626,33.527626,17.925738
